num_detectors,radius,TN,FP,FN,TP,ham_accuracy,spam_accuracy
4300,0.2,94,6,90,10,0.94,0.1
4400,0.05,95,5,98,2,0.95,0.02
4400,0.1,95,5,98,2,0.95,0.02
4400,0.15,95,5,98,2,0.95,0.02
4400,0.2,95,5,98,2,0.95,0.02
4500,0.05,88,12,90,10,0.88,0.1
4500,0.1,88,12,90,10,0.88,0.1
4500,0.15,88,12,90,10,0.88,0.1
4500,0.2,88,12,90,10,0.88,0.1
4600,0.05,93,7,90,10,0.93,0.1
4600,0.1,93,7,90,10,0.93,0.1
4600,0.15,93,7,90,10,0.93,0.1
4600,0.2,93,7,90,10,0.93,0.1
4700,0.05,88,12,82,18,0.88,0.18
4700,0.1,88,12,82,18,0.88,0.18
4700,0.15,88,12,82,18,0.88,0.18
4700,0.2,88,12,82,18,0.88,0.18
4800,0.05,100,0,100,0,1.0,0.0
4800,0.1,100,0,100,0,1.0,0.0
4800,0.15,100,0,100,0,1.0,0.0
4800,0.2,100,0,100,0,1.0,0.0
4900,0.05,100,0,99,1,1.0,0.01
4900,0.1,100,0,99,1,1.0,0.01
4900,0.15,100,0,99,1,1.0,0.01
4900,0.2,100,0,99,1,1.0,0.01
5000,0.05,97,3,98,2,0.97,0.02
5000,0.1,97,3,98,2,0.97,0.02
5000,0.15,97,3,98,2,0.97,0.02
5000,0.2,97,3,98,2,0.97,0.02
